0	0	0	0
1.00722e-005	3.02166e+017	92	293
2.0027e-005	6.0081e+017	180	563
3.00477e-005	9.0143e+017	272	872
4.0059e-005	1.20177e+018	354	1127
5.0004e-005	1.50012e+018	450	1441
6.00118e-005	1.80035e+018	545	1748
7.00198e-005	2.10059e+018	640	2028
8.00137e-005	2.40041e+018	740	2313
9.00001e-005	2.7e+018	832	2582
0.000100004	3.00013e+018	919	2892
0.000110176	3.30527e+018	1031	3195
0.000120005	3.60014e+018	1129	3493
0.000130024	3.90071e+018	1219	3775
0.000140008	4.20024e+018	1313	4070
0.000150013	4.50038e+018	1401	4341
0.000160019	4.80057e+018	1487	4611
0.000170017	5.10051e+018	1590	4900
0.000180001	5.40002e+018	1709	5201
0.000190016	5.70047e+018	1802	5493
0.000200004	6.00012e+018	1914	5776
0.000210023	6.30068e+018	2009	6060
0.000220003	6.60009e+018	2109	6334
0.000230017	6.9005e+018	2197	6616
0.000240014	7.20041e+018	2313	6926
0.000250002	7.50005e+018	2419	7217
0.000260007	7.80022e+018	2526	7525
0.000270043	8.1013e+018	2642	7825
0.000280001	8.40003e+018	2759	8140
0.000290075	8.70224e+018	2859	8426
0.000300031	9.00092e+018	2970	8738
0.000310027	9.30081e+018	3071	9015
0.000320007	9.60021e+018	3180	9301
0.000330116	9.90348e+018	3266	9558
0.00034011	1.02033e+019	3367	9859
0.000350062	1.05019e+019	3477	10164
0.000360005	1.08001e+019	3591	10454
0.00037	1.11e+019	3713	10783
0.00038005	1.14015e+019	3832	11078
0.000390044	1.17013e+019	3932	11366
0.000400005	1.20001e+019	4052	11702
0.000410111	1.23033e+019	4176	12007
0.000420009	1.26003e+019	4282	12319
0.000430025	1.29008e+019	4396	12624
0.000440239	1.32072e+019	4489	12898
0.000450214	1.35064e+019	4586	13160
0.000460004	1.38001e+019	4685	13451
0.00047001	1.41003e+019	4803	13756
0.000480064	1.44019e+019	4947	14078
0.000490059	1.47018e+019	5064	14374
0.000500025	1.50008e+019	5160	14615
0.000510093	1.53028e+019	5297	14950
0.000520041	1.56012e+019	5412	15226
0.000530018	1.59005e+019	5514	15511
0.000540039	1.62012e+019	5606	15781
0.000550011	1.65003e+019	5719	16078
0.000560036	1.68011e+019	5846	16371
0.000570047	1.71014e+019	5953	16662
0.000580003	1.74001e+019	6075	16953
0.000590072	1.77022e+019	6178	17244
0.000600068	1.8002e+019	6292	17546
0.000610033	1.8301e+019	6391	17810
0.000620038	1.86011e+019	6515	18090
0.00063	1.89e+019	6624	18371
0.00064006	1.92018e+019	6734	18630
0.000650012	1.95004e+019	6861	18937
0.000660005	1.98001e+019	6973	19239
0.000670024	2.01007e+019	7107	19536
0.000680021	2.04006e+019	7225	19825
0.000690045	2.07014e+019	7339	20124
0.000700023	2.10007e+019	7432	20396
0.000710028	2.13009e+019	7553	20705
0.000720049	2.16015e+019	7661	20949
0.000730101	2.1903e+019	7787	21233
0.000740038	2.22011e+019	7925	21548
0.000750011	2.25003e+019	8066	21850
0.000760014	2.28004e+019	8187	22159
0.000770011	2.31003e+019	8285	22445
0.000780003	2.34001e+019	8400	22743
0.000790039	2.37012e+019	8533	23059
0.000800041	2.40012e+019	8661	23345
0.000810014	2.43004e+019	8775	23630
0.000820042	2.46013e+019	8692	23911
0.000830015	2.49005e+019	8806	24210
0.000840001	2.52e+019	8925	24491
0.000850011	2.55003e+019	9039	24772
0.000860002	2.58001e+019	9164	25070
0.00087002	2.61006e+019	9281	25348
0.000880013	2.64004e+019	9397	25638
0.000890006	2.67002e+019	9530	25942
0.000900014	2.70004e+019	9670	26233
0.000910081	2.73024e+019	9778	26489
0.000920013	2.76004e+019	9897	26762
0.000930048	2.79014e+019	10021	27074
0.000940009	2.82003e+019	10146	27358
0.000950008	2.85002e+019	10275	27656
0.000960007	2.88002e+019	10377	27896
0.000970017	2.91005e+019	10497	28169
0.000980103	2.94031e+019	10618	28452
0.000990043	2.97013e+019	10742	28732
0.00100004	3.00011e+019	10865	29028
0.00101	3.03e+019	10980	29320
0.00102002	3.06006e+019	11111	29635
0.00103007	3.0902e+019	11251	29954
0.00104	3.12001e+019	11370	30238
0.00105002	3.15007e+019	11493	30517
0.00106007	3.18021e+019	11603	30804
0.00107004	3.21012e+019	11709	31072
0.00108001	3.24004e+019	11843	31360
0.00109002	3.27005e+019	11983	31677
0.00110005	3.30015e+019	12106	31961
0.00111002	3.33007e+019	12230	32247
0.00112008	3.36024e+019	12338	32527
0.00113003	3.39009e+019	12461	32807
0.00114002	3.42005e+019	12598	33088
0.00115001	3.45003e+019	12703	33338
0.00116001	3.48002e+019	12830	33641
0.00117006	3.51019e+019	12943	33918
0.00118001	3.54002e+019	13059	34186
0.00119003	3.57009e+019	13197	34476
0.00120006	3.60017e+019	13330	34767
0.0012101	3.6303e+019	13451	35062
0.00122007	3.6602e+019	13594	35372
0.00123	3.69001e+019	13728	35648
0.00124009	3.72026e+019	13852	35936
0.00125012	3.75036e+019	13966	36227
0.00126003	3.78008e+019	14090	36520
0.00127002	3.81005e+019	14220	36818
0.00128006	3.84018e+019	14342	37115
0.00129003	3.87009e+019	14477	37420
0.0013	3.90001e+019	14621	37737
0.00131001	3.93002e+019	14747	38020
0.00132004	3.96012e+019	14871	38329
0.00133001	3.99002e+019	15014	38639
0.00134002	4.02006e+019	15141	38946
0.00135014	4.05042e+019	15253	39217
0.00136001	4.08002e+019	15384	39491
0.00137003	4.11008e+019	15490	39758
0.00138004	4.14011e+019	15623	40029
0.00139003	4.17009e+019	15750	40335
0.00140009	4.20027e+019	15884	40632
0.00141005	4.23015e+019	16016	40937
0.00142005	4.26015e+019	16130	41207
0.00143004	4.29012e+019	16254	41514
0.00144004	4.32013e+019	16368	41786
0.00145003	4.35008e+019	16483	42049
0.00146013	4.38039e+019	16599	42294
0.00147003	4.41008e+019	16752	42590
0.00148002	4.44007e+019	16876	42863
0.00149009	4.47028e+019	17002	43148
0.00150006	4.50019e+019	17136	43442
0.00151	4.53e+019	17282	43730
0.00152003	4.5601e+019	17414	43996
0.00153003	4.59009e+019	17569	44324
0.00154001	4.62002e+019	17710	44610
0.00155003	4.65009e+019	17838	44889
0.00156004	4.68012e+019	17975	45163
0.00157003	4.71009e+019	18106	45446
0.00158001	4.74004e+019	18223	45711
0.00159	4.77e+019	18347	45988
0.0016	4.8e+019	18485	46292
0.00161013	4.83038e+019	18627	46585
0.00162004	4.86012e+019	18753	46881
0.00163	4.89001e+019	18871	47172
0.00164003	4.92008e+019	19015	47499
0.00165004	4.95011e+019	19153	47777
0.00166	4.98001e+019	19085	48049
0.00167002	5.01005e+019	19223	48327
0.00168002	5.04005e+019	19357	48623
0.00169003	5.07008e+019	19479	48889
0.00170001	5.10004e+019	19618	49182
0.00171001	5.13003e+019	19751	49474
0.00172001	5.16004e+019	19910	49784
0.00173003	5.19009e+019	20043	50079
0.00174002	5.22007e+019	20199	50411
0.00175002	5.25006e+019	20319	50678
0.00176001	5.28004e+019	20460	50987
0.00177	5.31001e+019	20592	51275
0.00178	5.34001e+019	20723	51559
0.00179004	5.37011e+019	20873	51859
0.00180006	5.40018e+019	21012	52148
0.0018101	5.43029e+019	21146	52462
0.00182002	5.46007e+019	21274	52744
0.00183003	5.49008e+019	21423	53049
0.00184002	5.52006e+019	21547	53343
0.00185007	5.55021e+019	21674	53612
0.00186005	5.58015e+019	21819	53910
0.00187	5.61e+019	21946	54181
0.00188004	5.64011e+019	22090	54476
0.00189001	5.67003e+019	22241	54780
0.00190002	5.70007e+019	22374	55071
0.00191	5.73e+019	22528	55356
0.00192008	5.76025e+019	22670	55636
0.00193	5.79001e+019	22802	55916
0.00194007	5.8202e+019	22936	56204
0.00195003	5.8501e+019	23064	56484
0.00196005	5.88016e+019	23229	56815
0.00197003	5.91009e+019	23377	57099
0.0019801	5.94029e+019	23525	57395
0.00199001	5.97002e+019	23661	57687
0.00200002	6.00006e+019	23788	57959
0.00201005	6.03014e+019	23920	58245
