#steps	469210080	time	0.005	seed	1672295014
#type 1~vac, 2~sia, 3~fia, 4~vac_fia, 5~sia_fia
#no direction~0;	111~1;	-111~2;	1 - 11~3;	11 - 1~4
#id	type	x	y	z	size1	size2	dir
543424	7	62.75	21	65.5	7	0	0	27	0
546388	7	53.0171	27.5956	35.829	31	0	0	97	0
549121	7	54	91.75	38.5	41	0	0	123	0
549443	7	29	63.25	46.5	23	0	0	76	0
549697	7	1.74492	12.0068	42.6256	33	0	0	102	0
549757	7	43	94.5	57.25	11	0	0	40	0
550613	7	36.75	12.5	50	20	0	0	67	0
550678	7	23.25	94.5	65	8	0	0	33	0
550758	7	30	89.75	43.5	27	0	0	86	0
550923	7	9.25	24	57.5	15	0	0	53	0
551047	7	20.7754	56.7912	38.3448	37	0	0	112	0
551366	7	36	98.5	78.25	3	0	0	14	0
551711	7	88.5	63	67.25	10	0	0	38	0
551995	7	84.5	88.75	16	2	0	0	12	0
552453	7	17.5	2	40.75	38	0	0	116	0
552666	7	27.9074	29.981	34.1361	42	0	0	126	0
552838	7	50	73.5	55.25	13	0	0	46	0
553111	7	0.966521	60.2604	42.0893	46	0	0	136	0
553120	7	39	75.25	38.5	26	0	0	85	0
553147	7	12.1648	8.54388	28.5545	69	0	0	192	0
553368	7	44.951	57.9642	2.05154	56	0	0	160	0
553444	7	81.5666	34.6631	41.7264	41	0	0	123	0
553451	7	3.03879	76.5709	33.0595	115	0	0	296	0
553581	7	75.4591	73.0393	50.6956	32	0	0	99	0
553632	7	91.7889	74.9435	34.968	94	0	0	250	0
553635	7	10.3523	6.88856	21.3109	186	0	0	449	0
553637	7	64.75	55	36.5	42	0	0	125	0
553643	7	64.3172	30.1629	27.7141	81	0	0	219	0
553747	7	65.532	25.223	18.6794	163	0	0	401	0
553758	7	33	38.25	28.5	102	0	0	267	0
553796	7	15.0911	63.151	11.355	1041	0	0	1969	0
553926	7	28.125	28.2423	4.46022	1988	0	0	3433	0
553944	7	28.5	18.75	27	179	0	0	433	0
553950	7	10.7671	28.6411	30.3133	69	0	0	192	0
553953	7	66.75	26.5	41	26	0	0	85	0
553994	7	95.502	94.7103	31.971	100	0	0	263	0
554007	7	57	56.25	54.5	17	0	0	60	0
554026	7	28.1903	54.4369	26.5434	177	0	0	430	0
554035	7	72.75	25	22.5	36	0	0	111	0
554042	7	61.8811	94.7461	23.0344	179	0	0	434	0
554077	7	79.25	47	47.5	29	0	0	91	0
554089	7	59.5326	28.6052	13.8384	759	0	0	1501	0
554092	7	10.2333	50.3336	5.87492	1988	0	0	3433	0
554119	7	40	6.75	21.5	105	0	0	274	0
554122	7	38.5815	2.33539	14.1204	794	0	0	1559	0
554132	7	41.821	11.4525	15.5509	296	0	0	668	0
554143	7	14.8685	73.68	2.98405	1038	0	0	1963	0
554157	7	74.3191	13.5206	8.43859	1071	0	0	2018	0
554163	7	56.5974	11.7671	22.3543	108	0	0	281	0
554169	7	66.5164	2.06395	28.2618	55	0	0	159	0
554172	7	61.75	17.5	11	634	0	0	1286	0
554184	7	48.7588	16.0318	4.65457	1318	0	0	2412	0
554194	7	94	5.25	50.5	15	0	0	53	0
554197	7	61.1947	62.4451	34.4175	67	0	0	187	0
554203	7	38.7458	48.835	9.88411	1853	0	0	3232	0
554233	7	29.75	76	16.5	37	0	0	112	0
554251	7	40.6703	80.6243	18.3211	705	0	0	1409	0
554261	7	57.8477	98.5982	5.99241	1516	0	0	2720	0
554265	7	77.9282	0.696273	15.7806	428	0	0	917	0
554271	7	69.4537	89.3071	6.07888	1906	0	0	3311	0
554278	7	48.2081	72.9657	26.2316	186	0	0	449	0
554281	7	35.5	67.75	34	40	0	0	120	0
554284	7	79	89.75	35.5	49	0	0	144	0
554287	7	72.3222	85.2281	27.1663	213	0	0	504	0
554293	7	18.2006	0.780005	17.8284	292	0	0	660	0
554299	7	2.00258	86.5254	3.52782	1474	0	0	2655	0
554306	7	86.016	5.92189	5.94147	1775	0	0	3114	0
554309	7	12.1606	95.8582	9.72769	2427	0	0	4076	0
554327	7	30.5598	69.605	9.44692	1559	0	0	2785	0
554336	7	18.9752	82.1495	8.84497	1030	0	0	1950	0
554340	7	96	42.5	36.75	54	0	0	155	0
554343	7	61.5	42.75	26	186	0	0	449	0
554346	7	78.25	49.5	26	8	0	0	33	0
554349	7	79.8334	54.68	9.99077	3421	0	0	5475	0
554351	7	48.238	14.4175	15.0131	190	0	0	457	0
554359	7	57.4626	58.0534	14.9622	1113	0	0	2085	0
554367	7	88.1246	35.6014	25.1211	406	0	0	876	0
554379	7	12.3576	46.248	26.3485	182	0	0	440	0
554382	7	11.9649	31.9317	24.1003	453	0	0	963	0
554385	7	40.7044	35.3218	9.65034	1081	0	0	2033	0
554388	7	85.4722	19.1008	5.90264	1524	0	0	2733	0
