0	0	0
1.00722e-005	53	92
2.0027e-005	82	180
3.00477e-005	98	272
4.0059e-005	100	354
5.0004e-005	102	450
6.00118e-005	105	545
7.00198e-005	114	640
8.00137e-005	111	740
9.00001e-005	111	832
0.000100004	112	919
0.000110176	112	1031
0.000120005	109	1129
0.000130024	112	1219
0.000140008	111	1313
0.000150013	109	1401
0.000160019	108	1487
0.000170017	108	1590
0.000180001	108	1709
0.000190016	108	1802
0.000200004	111	1914
0.000210023	112	2009
0.000220003	111	2109
0.000230017	111	2197
0.000240014	107	2313
0.000250002	108	2419
0.000260007	109	2526
0.000270043	105	2642
0.000280001	104	2759
0.000290075	103	2859
0.000300031	102	2970
0.000310027	102	3071
0.000320007	101	3180
0.000330116	102	3266
0.00034011	100	3367
0.000350062	101	3477
0.000360005	101	3591
0.00037	100	3713
0.00038005	100	3832
0.000390044	99	3932
0.000400005	99	4052
0.000410111	99	4176
0.000420009	98	4282
0.000430025	97	4396
0.000440239	96	4489
0.000450214	96	4586
0.000460004	96	4685
0.00047001	96	4803
0.000480064	95	4947
0.000490059	95	5064
0.000500025	94	5160
0.000510093	94	5297
0.000520041	94	5412
0.000530018	94	5514
0.000540039	94	5606
0.000550011	93	5719
0.000560036	93	5846
0.000570047	93	5953
0.000580003	93	6075
0.000590072	93	6178
0.000600068	93	6292
0.000610033	93	6391
0.000620038	93	6515
0.00063	92	6624
0.00064006	93	6734
0.000650012	93	6861
0.000660005	93	6973
0.000670024	93	7107
0.000680021	93	7225
0.000690045	91	7339
0.000700023	91	7432
0.000710028	91	7553
0.000720049	91	7661
0.000730101	91	7787
0.000740038	91	7925
0.000750011	91	8066
0.000760014	91	8187
0.000770011	92	8285
0.000780003	92	8400
0.000790039	92	8533
0.000800041	92	8661
0.000810014	92	8775
0.000820042	91	8692
0.000830015	92	8806
0.000840001	92	8925
0.000850011	92	9039
0.000860002	90	9164
0.00087002	90	9281
0.000880013	90	9397
0.000890006	90	9530
0.000900014	90	9670
0.000910081	89	9778
0.000920013	89	9897
0.000930048	89	10021
0.000940009	89	10146
0.000950008	89	10275
0.000960007	89	10377
0.000970017	89	10497
0.000980103	89	10618
0.000990043	89	10742
0.00100004	89	10865
0.00101	89	10980
