0	0	0
1.06931e-008	0	0
1.07001e-008	0	0
1.0706e-008	0	0
1.07126e-008	0	0
1.07212e-008	0	0
1.07313e-008	0	0
1.07375e-008	0	0
1.07441e-008	0	0
1.07491e-008	0	0
1.07568e-008	0	0
1.07645e-008	0	0
1.07705e-008	0	0
1.07768e-008	0	0
1.07865e-008	0	0
1.07913e-008	0	0
1.07999e-008	0	0
1.08069e-008	0	0
1.08133e-008	0	0
1.08207e-008	0	0
1.0827e-008	0	0
1.08308e-008	0	0
1.08369e-008	0	0
1.0843e-008	0	0
1.08497e-008	0	0
1.08557e-008	0	0
1.08637e-008	0	0
1.08715e-008	0	0
1.08794e-008	0	0
1.0887e-008	0	0
1.0892e-008	0	0
1.08979e-008	0	0
1.09053e-008	0	0
1.09132e-008	0	0
1.09207e-008	0	0
1.0927e-008	0	0
1.09344e-008	0	0
1.09405e-008	0	0
1.09469e-008	0	0
1.09528e-008	0	0
1.09608e-008	0	0
1.09686e-008	0	0
1.09759e-008	0	0
1.09831e-008	0	0
1.09933e-008	0	0
1.09981e-008	0	0
1.1004e-008	0	0
1.10097e-008	0	0
1.1017e-008	0	0
1.1025e-008	0	0
1.10325e-008	0	0
1.10394e-008	0	0
1.10448e-008	0	0
1.10535e-008	0	0
1.10593e-008	0	0
1.10694e-008	0	0
1.10747e-008	0	0
1.10838e-008	0	0
1.10925e-008	0	0
1.10994e-008	0	0
1.11086e-008	0	0
1.11165e-008	0	0
1.11264e-008	0	0
1.1131e-008	0	0
1.11375e-008	0	0
1.11469e-008	0	0
1.11516e-008	0	0
1.11572e-008	0	0
1.11636e-008	0	0
1.11712e-008	0	0
1.11785e-008	0	0
1.1186e-008	0	0
1.11922e-008	0	0
1.11999e-008	0	0
1.12059e-008	0	0
1.12125e-008	0	0
1.12201e-008	0	0
1.12276e-008	0	0
1.12361e-008	0	0
1.12433e-008	0	0
1.1251e-008	0	0
1.12594e-008	0	0
1.12654e-008	0	0
1.12733e-008	0	0
1.12811e-008	0	0
1.12871e-008	0	0
1.12928e-008	0	0
1.13013e-008	0	0
1.131e-008	0	0
1.13177e-008	0	0
1.13244e-008	0	0
1.13323e-008	0	0
