#steps	727264892	time	0.00200009	seed	1640351804
#type 1~vac, 2~sia, 3~fia, 4~vac_fia, 5~sia_fia
#no direction~0;	111~1;	-111~2;	1 - 11~3;	11 - 1~4
#id	type	x	y	z	size1	size2	dir
298694	13	15	100.5	25.5	90	0	1	240	0
298717	3	35.5	56.5	8	0	0	1	0	0
298719	13	35.5	58	11.5	1	0	2	5	0
298721	3	34.5	46	4.5	0	0	1	0	0
298723	3	8.5	83.5	26	0	0	1	0	0
298733	3	11.5	79.5	20	0	0	1	0	0
298805	3	74.5	66.5	6	0	0	1	0	0
298824	3	61.5	19	2.5	0	0	1	0	0
298893	3	18.5	63	10.5	0	0	1	0	0
298906	3	17	61.5	4.5	0	0	1	0	0
298927	13	19	11.5	12.5	2	0	2	10	0
298930	13	12	68.5	6.5	122	0	2	310	0
298935	13	29	80.5	15.5	4	0	2	15	0
298938	3	84	39.5	3.5	0	0	1	0	0
298948	3	15.5	81	24.5	0	0	1	0	0
298963	3	23	93.5	7.5	0	0	1	0	0
298984	3	60.5	37	2.5	0	0	1	0	0
298986	3	80.5	90	5.5	0	0	1	0	0
298992	3	31.5	98.5	5	0	0	1	0	0
299005	3	46	9.5	13.5	0	0	1	0	0
299021	3	82	42.5	9.5	0	0	3	0	0
299053	3	32	39.5	14.5	0	0	1	0	0
299056	13	41	46.5	14.5	4	0	3	14	0
299059	3	51.5	47	17.5	0	0	1	0	0
299077	3	43.5	71	16.5	0	0	1	0	0
299092	3	17	93.5	29.5	0	0	1	0	0
299135	13	73	87.5	11.5	160	0	3	392	0
299181	13	19	13.5	27.5	20	0	1	65	0
299184	3	17	12.5	31.5	0	0	1	0	0
299188	13	12.5	35	8.5	24	0	1	77	0
299212	13	74.5	98	17.5	62	0	3	173	0
299225	3	97	79.5	17.5	0	0	1	0	0
299238	13	71	46.5	6.5	3	0	2	14	0
299241	3	95	38.5	1.5	0	0	1	0	0
299249	3	48.5	28	5.5	0	0	1	0	0
299257	3	47.5	27	1.5	0	0	1	0	0
299261	13	15.5	40.5	4	103	0	2	268	0
299290	13	30.5	21	14.5	18	0	2	60	0
299314	3	96.5	13.5	2	0	0	1	0	0
299317	3	15.5	23.5	12	0	0	1	0	0
299324	13	7	16.5	19.5	2	0	2	10	0
299341	13	70	75.5	13.5	11	0	2	38	0
299344	13	10.5	69.5	17	64	0	1	179	0
299350	13	48.5	97	15.5	34	0	1	105	0
299371	13	66	101.5	16.5	53	0	1	152	0
299400	3	97	16.5	20.5	0	0	1	0	0
299403	3	95.5	86	30.5	0	0	1	0	0
299412	13	31.5	76	8.5	1	0	2	5	0
299420	3	86	89.5	21.5	0	0	1	0	0
299433	3	19.5	31.5	20	0	0	1	0	0
299435	13	23.5	34	21.5	8	0	2	30	0
299441	13	49.5	99.5	6	43	0	1	128	0
299456	10	22.5	7	6.5	0	0	2	2	0
299463	3	70.5	11.5	3	0	0	1	0	0
299468	3	54.5	2.5	16	0	0	1	0	0
299471	13	23	84.5	16.5	45	0	5	128	0
299474	13	14	75.5	5.5	14	0	3	47	0
299485	13	9.5	11.5	9	3	0	3	12	0
299490	13	43.5	25.5	12	72	0	1	197	0
299505	13	63.5	83	5.5	58	0	2	164	0
299507	13	84.5	24	9.5	17	0	1	58	0
299522	3	55.5	75.5	21	0	0	1	0	0
299544	13	87.5	67	12.5	5	0	2	21	0
299549	13	76.5	56.5	8	188	0	2	450	0
299561	3	37	4.5	8.5	0	0	1	0	0
299582	13	48	54.5	11.5	40	0	1	119	0
299591	13	59.5	54.5	8	10	0	2	36	0
299597	13	22	77.5	7.5	114	0	3	291	0
299644	13	49.5	46	5.5	23	0	2	73	0
299653	13	30.5	48	8.5	225	0	2	527	0
299659	3	24.5	31.5	5	0	0	1	0	0
299662	3	17.5	30	13.5	0	0	1	0	0
299667	3	15	16.5	4.5	0	0	1	0	0
299680	3	39.5	30	11.5	0	0	1	0	0
299691	13	60	11.5	14.5	80	0	2	216	0
299692	3	10.5	33	26.5	0	0	1	0	0
299703	3	47.5	35	24.5	0	0	1	0	0
299706	3	44.5	29	24.5	0	0	2	0	0
299730	13	92.5	8.5	8	101	0	2	263	0
299735	3	3	38.5	30.5	0	0	1	0	0
299752	13	81.5	16	18.5	1	0	1	5	0
299763	13	37	66.5	15.5	47	0	2	136	0
299766	13	33.5	71	16.5	39	0	1	116	0
299773	3	72.5	11	7.5	0	0	1	0	0
299779	3	19.5	49	27.5	0	0	1	0	0
299782	3	32.5	49.5	26	0	0	2	0	0
299788	3	96.5	101	25.5	0	0	1	0	0
299791	3	72	101.5	2.5	0	0	1	0	0
299803	3	20.5	56	15.5	0	0	1	0	0
299809	3	41	18.5	13.5	0	0	1	0	0
299817	13	66.5	58	9.5	71	0	1	195	0
299823	3	63	32.5	11.5	0	0	1	0	0
299825	13	54	25.5	9.5	277	0	2	630	0
299843	3	30.5	32	1.5	0	0	1	0	0
299845	13	40	27.5	10.5	6	0	2	24	0
299847	13	78	49.5	5.5	16	0	2	54	0
299862	13	29.5	35	12.5	247	0	4	568	0
299865	13	21	39.5	15.5	5	0	2	21	0
299871	3	15.5	33	14.5	0	0	1	0	0
299874	13	12	34.5	17.5	1	0	2	6	0
299917	13	79	44.5	6.5	20	0	2	64	0
299947	13	1.5	98.5	18	3	0	2	11	0
299950	3	96.5	37	36.5	0	0	1	0	0
299961	3	53	74.5	25.5	0	0	1	0	0
299963	3	30	57.5	4.5	0	0	1	0	0
299966	3	22.5	35.5	6	0	0	1	0	0
299974	13	32.5	2	12.5	17	0	2	58	0
299981	13	80	101.5	9.5	30	0	2	92	0
299984	3	37	96.5	17.5	0	0	1	0	0
299988	3	85	2.5	21.5	0	0	1	0	0
299991	3	97.5	16.5	16	0	0	1	0	0
300018	13	83.5	81.5	25	67	0	1	186	0
300020	3	23.5	22	4.5	0	0	1	0	0
300030	13	66	48.5	6.5	50	0	3	142	0
300037	13	49.5	64.5	8	16	0	2	53	0
300040	13	32.5	66.5	5	183	0	4	438	0
300043	13	38.5	69.5	8	211	0	4	495	0
300046	3	57	76.5	16.5	0	0	1	0	0
300058	3	71.5	74.5	19	0	0	1	0	0
300064	13	65	68.5	9.5	106	0	1	277	0
300082	13	2.5	13	10.5	137	0	3	342	0
300094	13	0.5	67	21.5	18	0	2	59	0
300103	13	69.5	50	23.5	1	0	2	3	0
300106	13	67.5	48	29.5	37	0	1	111	0
300111	13	52	10.5	6.5	13	0	2	46	0
300112	3	85.5	38	19.5	0	0	2	0	0
300115	13	20.5	64	22.5	19	0	1	64	0
300122	13	90.5	40.5	5	113	0	1	291	0
300137	3	4.5	42.5	19	0	0	1	0	0
300140	3	0	41.5	19.5	0	0	1	0	0
300163	3	50.5	67	16.5	0	0	1	0	0
300168	13	87	58.5	4.5	33	0	3	100	0
300169	3	66.5	62	32.5	0	0	1	0	0
300178	13	57.5	96	11.5	119	0	2	304	0
300181	3	54.5	82	35.5	0	0	1	0	0
300183	3	27.5	99	22.5	0	0	1	0	0
300193	3	38.5	4.5	15	0	0	1	0	0
300200	3	62.5	47	1.5	0	0	1	0	0
300202	3	18.5	84	29.5	0	0	1	0	0
300204	13	24.5	81.5	21	11	0	2	40	0
300205	3	44.5	1	28.5	0	0	1	0	0
300220	3	39.5	8	31.5	0	0	1	0	0
300222	3	43	6.5	8.5	0	0	1	0	0
300224	13	42.093	11.407	7.13953	121	0	4	307	0
300236	3	63	17.5	8.5	0	0	3	0	0
300241	13	89.5	72	10.5	61	0	2	170	0
300250	13	55	12.5	11.5	165	0	5	400	0
300262	13	62.881	63.4048	5.47619	64	0	5	174	0
300267	3	45.5	53	3.5	0	0	1	0	0
300270	13	56	57.5	5.5	193	0	2	460	0
300272	3	29	52.5	23.5	0	0	1	0	0
300274	13	22.5	53.5	17	14	0	2	48	0
300285	13	68	14.5	5.5	12	0	1	43	0
300286	3	5	84.5	6.5	0	0	1	0	0
300291	3	34.5	79.5	5	0	0	1	0	0
300295	13	95	51.5	34.5	21	0	1	70	0
300296	3	94	62.5	3.5	0	0	1	0	0
300303	3	70	3.5	6.5	0	0	1	0	0
300305	13	72.5	101	8.5	137	0	1	345	0
300309	3	35.5	37.5	5	0	0	1	0	0
300315	3	41.5	76	17.5	0	0	1	0	0
300318	13	46.5	86.5	19	70	0	5	189	0
300322	13	70.5	68	3.5	7	0	2	26	0
300324	3	51	77.5	14.5	0	0	1	0	0
300332	13	97.5	76	10.5	218	0	3	510	0
300334	3	27.5	6	5.5	0	0	1	0	0
300337	3	42.5	84.5	10	0	0	1	0	0
300364	3	92.5	34	23.5	0	0	2	0	0
300370	3	8	99.5	20.5	0	0	1	0	0
300388	13	67.5	35	6.5	175	0	3	422	0
300391	13	72.5	39.5	6	7	0	1	27	0
300394	13	54.5	37.5	12	146	0	3	361	0
300397	13	1.5	71.5	5	154	0	3	379	0
300398	3	29.5	87	4.5	0	0	1	0	0
300404	13	20.5	84	5.5	134	0	3	335	0
300410	13	24	96.5	17.5	91	0	1	241	0
300413	3	5.5	88.5	21	0	0	1	0	0
300416	13	94.5	100	7.5	144	0	2	359	0
300418	3	18.5	90	15.5	0	0	1	0	0
300421	3	17.5	87	16.5	0	0	1	0	0
300435	13	38.5	83.5	8	50	0	1	144	0
300441	3	43.5	88.5	5	0	0	1	0	0
300450	13	51.5	93.5	31	63	0	1	176	0
300452	3	63.5	48.5	15	0	0	2	0	0
300455	3	53.5	43	9.5	0	0	1	0	0
300457	13	56.5	42	8.5	3	0	2	12	0
300467	3	52.5	92	10.5	0	0	1	0	0
300476	13	83	86.5	4.5	235	0	1	547	0
300479	10	67.5	25.5	9	0	0	2	1	0
300482	3	49.5	88.5	9	0	0	1	0	0
300485	3	52.5	86.5	13	0	0	1	0	0
300492	3	70.5	81.5	3	0	0	1	0	0
300496	3	95.5	64	36.5	0	0	1	0	0
300500	13	84	82.5	7.5	1	0	2	4	0
300501	3	81	48.5	32.5	0	0	1	0	0
300509	13	88.5	34.5	9	222	0	2	519	0
300512	3	66.5	22	10.5	0	0	1	0	0
300517	13	5.5	4.5	8	47	0	1	137	0
300520	13	7.5	14	3.5	101	0	3	263	0
300523	3	77.5	15	35.5	0	0	1	0	0
300526	3	82.5	24.5	29	0	0	1	0	0
300535	3	67	12.5	16.5	0	0	1	0	0
300538	3	78.5	27.5	21	0	0	1	0	0
300542	3	96	48.5	9.5	0	0	1	0	0
300549	3	66	19.5	6.5	0	0	1	0	0
300551	3	75	7.5	30.5	0	0	1	0	0
300553	13	63.5	10.5	27	1	0	2	5	0
300567	3	72	78.5	7.5	0	0	1	0	0
300570	13	71	76.5	5.5	9	0	2	32	0
300574	3	25	46.5	11.5	0	0	1	0	0
300576	13	24.5	43	7.5	45	0	1	133	0
300579	3	85.5	3	11.5	0	0	1	0	0
300585	13	34.5	18	11.5	105	0	1	273	0
300588	13	29	11.5	10.5	210	0	3	495	0
300591	13	23.5	16.5	13	87	0	1	232	0
300593	3	86	61.5	18.5	0	0	1	0	0
300597	13	5.5	38.5	6	34	0	1	104	0
300598	3	83.5	63	22.5	0	0	1	0	0
300601	3	84	50.5	15.5	0	0	1	0	0
300605	13	52	88.5	3.5	3	0	2	12	0
300614	3	15.5	52	5.5	0	0	1	0	0
300624	3	26.5	54.5	9	0	0	1	0	0
300627	3	93.5	41.5	25	0	0	1	0	0
300634	13	66.5	36	17.5	108	0	1	280	0
300637	13	31	27.5	10.5	24	0	1	77	0
300641	13	3.5	94.5	4	31	0	2	95	0
300644	3	37.5	37	12.5	0	0	1	0	0
300650	13	56	47.5	4.5	8	0	2	29	0
300656	3	32	60.5	10.5	0	0	1	0	0
300659	13	30	62.5	12.5	32	0	1	100	0
300662	13	26	65.5	8.5	23	0	1	74	0
300665	13	24.5	59.5	8	15	0	2	52	0
300669	3	21	70.5	7.5	0	0	1	0	0
300671	13	24	70.5	4.5	21	0	2	68	0
300673	13	87.5	33	16.5	16	0	2	55	0
300681	13	91.5	90.5	11	9	0	2	33	0
300687	13	11	27.5	20.5	3	0	2	12	0
300693	13	5.5	24.5	12	21	0	2	69	0
300696	13	93.5	15	8.5	8	0	2	29	0
300702	13	74.5	22	15.5	172	0	2	417	0
300705	3	63.5	30	23.5	0	0	1	0	0
300708	3	20	45.5	52.5	0	0	1	0	0
300712	13	14.5	44	21.5	85	0	2	227	0
300719	13	12.5	90	9.5	143	0	2	355	0
300722	3	55.5	99	1.5	0	0	1	0	0
300726	13	85.5	95	5.5	116	0	2	297	0
300728	3	96.5	32	12.5	0	0	1	0	0
300731	13	82.5	14.5	5	211	0	1	499	0
300735	3	8	83.5	12.5	0	0	1	0	0
300740	13	42	38.5	8.5	72	0	3	195	0
300744	13	66.5	92.5	7	64	0	3	178	0
300748	3	91.5	82	10.5	0	0	1	0	0
300751	13	36.5	100.5	10	190	0	3	454	0
300762	3	40	7.5	3.5	0	0	1	0	0
300764	3	18.5	1.5	5	0	0	1	0	0
300767	13	18.5	96.5	7	270	0	3	614	0
300770	3	67	52.5	31.5	0	0	1	0	0
300776	13	88.5	49	6.5	150	0	2	370	0
300779	13	93.5	59	10.5	222	0	2	520	0
300782	3	28.5	2.5	21	0	0	1	0	0
300785	13	9.5	2	16.5	118	0	5	299	0
300788	13	11.5	4.5	6	68	0	2	188	0
300791	13	13.5	80.5	8	9	0	2	34	0
300793	13	46.5	60	3.5	24	0	1	77	0
300794	3	93.5	59	4.5	0	0	1	0	0
300797	13	32	9.5	5.5	1	0	2	7	0
300804	3	4	20.5	6.5	0	0	1	0	0
300809	3	1.5	22	9.5	0	0	1	0	0
300811	13	91	25.5	5.5	179	0	4	431	0
300815	13	49	7.5	15.5	28	0	2	86	0
300819	13	39	94.5	3.5	7	0	1	28	0
300821	13	17.5	56.5	5	29	0	2	90	0
300822	3	51.5	4.5	5	0	0	1	0	0
300828	3	43.5	75	3.5	0	0	1	0	0
300830	13	48.5	73.5	11	16	0	2	55	0
300832	3	12.5	57	12.5	0	0	1	0	0
300835	13	3.5	52	10.5	189	0	2	452	0
300838	3	10	47.5	13.5	0	0	1	0	0
300841	3	6.5	37.5	24	0	0	1	0	0
300850	13	70.5	26.5	3	49	0	1	142	0
300852	3	4	32.5	24.5	0	0	1	0	0
300857	3	1.5	29.5	12	0	0	2	0	0
300861	13	78.5	71.5	8	150	0	4	368	0
300865	13	12	27.5	6.5	194	0	2	464	0
300867	3	75	62.5	10.5	0	0	1	0	0
300871	3	62.5	60.5	21	0	0	1	0	0
300875	13	43.1466	48.9138	8.18103	258	0	3	591	0
300877	3	95.5	12	29.5	0	0	1	0	0
300879	8	93.6895	58.3355	18.6899	0	1	1	0	0
300882	3	55	69.5	8.5	0	0	1	0	0
300884	13	52.5	78	9.5	237	0	2	551	0
300885	4	49.75	18	9.5	0	0	0	1	0
